"Peak Brightness Date/Time (UT)","Latitude (deg.)","Longitude (deg.)","Altitude (km)","Velocity (km/s)","vx","vy","vz","Total Radiated Energy (J)","Calculated Total Impact Energy (kt)"
"1997-05-22 08:30:15","","","","","","","","4.5e10","0.15"
"1997-04-27 22:34:21","16.7N","87.5E","","","","","","32.5e10","0.86"
"1997-02-19 04:31:35","16.3S","87.7W","","","","","","14.0e10","0.41"
"1997-02-15 15:23:35","35.5N","115.6E","","","","","","15.0e10","0.43"
"1997-02-06 18:28:34","","","","","","","","2.6e10","0.092"
"1997-01-28 17:49:49","","","","","","","","2.4e10","0.086"
"1997-01-23 10:03:27","15.0S","94.2E","","","","","","27.0e10","0.73"
"1997-01-22 21:13:16","32.2N","29.0E","","","","","","48.0e10","1.2"
"1997-01-04 06:46:39","25.7N","5.3W","","","","","","4.3e10","0.14"
"1997-01-03 15:08:07","","","","","","","","35.0e10","0.92"
"1996-12-17 04:16:18","34.1N","37.2W","","","","","","4.1e10","0.14"
"1996-12-10 06:09:32","","","","","","","","25.0e10","0.68"
"1996-12-04 17:00:34","","","","","","","","4.9e10","0.16"
"1996-12-01 13:19:35","","","","","","","","6.2e10","0.2"
"1996-11-22 10:06:17","","","","","","","","6.8e10","0.22"
"1996-11-08 16:02:13","","","","","","","","6.1e10","0.2"
"1996-10-30 12:48:19","2.1S","123.1W","","","","","","2.1e10","0.076"
"1996-10-28 04:46:21","27.4N","79.4W","","","","","","4.3e10","0.14"
"1996-10-23 08:28:06","47.3S","20.6E","","","","","","4.4e10","0.15"
"1996-10-19 19:01:08","29.7N","34.7W","","","","","","13.0e10","0.38"
"1996-10-07 17:43:44","","","","","","","","4.5e10","0.15"
"1996-10-05 19:21:02","49.6S","145.9E","","","","","","25.0e10","0.68"
"1996-08-17 15:46:08","","","","","","","","3.4e10","0.12"
"1996-08-15 16:07:51","","","","","","","","8.4e10","0.26"
"1996-08-09 18:14:56","","","","","","","","3.0e10","0.1"
"1996-08-07 03:16:03","","","","","","","","15.0e10","0.43"
"1996-08-06 04:50:32","","","","","","","","13.0e10","0.38"
"1996-08-05 19:27:52","","","","","","","","22.0e10","0.61"
"1996-08-05 15:19:30","","","","","","","","8.0e10","0.25"
"1996-07-17 03:16:07","31.8N","111.4E","","","","","","5.0e10","0.16"
"1996-07-12 14:04:45","20.7N","93.6W","","","","","","3.2e10","0.11"
"1996-06-25 11:22:40","","","","","","","","2.1e10","0.076"
"1996-05-08 01:02:05","","","","","","","","2.8e10","0.098"
"1996-05-01 13:19:25","","","","","","","","3.5e10","0.12"
"1996-03-31 00:53:57","","","","","","","","2.7e10","0.095"
"1996-03-30 04:03:32","31.1S","84.3W","","","","","","12.0e10","0.36"
"1996-03-29 20:30:54","21.5N","158.1W","","","","","","12.8e10","0.38"
"1996-03-25 17:00:41","","","","","","","","4.4e10","0.15"
"1996-03-13 08:31:01","","","","","","","","23.0e10","0.63"
"1996-02-16 07:03:14","","","","","","","","5.5e10","0.18"
"1996-02-15 02:38:05","76.0N","127.0W","","","","","","5.0e10","0.16"
"1996-01-18 17:10:49","","","","","","","","12.0e10","0.36"
"1996-01-15 13:44:23","59.8S","175.8E","","","","","","26.0e10","0.71"
"1995-12-27 12:55:01","","","","","","","","2.2e10","0.079"
"1995-12-22 13:26:29","70.2S","73.3W","","","","","","45.0e10","1.1"
"1995-12-09 19:54:26","2.9S","79.0W","","","","","","12.0e10","0.36"
"1995-11-25 05:29:31","","","","","","","","2.9e10","0.1"
"1995-11-13 03:10:47","","","","","","","","2.1e10","0.076"
"1995-10-01 02:42:01","","","","","","","","3.5e10","0.12"
"1995-09-09 07:38:38","","","","","","","","50.0e10","1.3"
"1995-08-24 21:54:35","","","","","","","","12.0e10","0.36"
"1995-08-17 16:39:02","","","","","","","","16.0e10","0.46"
"1995-08-06 04:38:09","","","","","","","","5.5e10","0.18"
"1995-08-05 17:14:10","11.6N","104.3W","","","","","","20.0e10","0.56"
"1995-07-11 18:38:41","28.5S","93.3E","","","","","","13.0e10","0.38"
"1995-07-09 18:20:09","0.9S","66.3E","","","","","","2.5e10","0.089"
"1995-07-07 17:33:37","40.2N","76.1W","","","","","","14.0e10","0.41"
"1995-06-09 09:28:38","","","","","","","","2.5e10","0.089"
"1995-04-02 12:32:38","","","","","","","","2.5e10","0.089"
"1995-02-16 13:05:47","16.7N","141.7W","","","","","","6.0e10","0.19"
"1995-01-18 10:17:26","51.5N","115.4E","","","","","","7.0e10","0.22"
"1995-01-10 21:08:41","","","","","","","","2.5e10","0.089"
"1995-01-04 04:16:17","46.4N","12.1E","","","","","","4.1e10","0.14"
"1995-01-02 20:41:38","","","","","","","","3.0e10","0.1"
"1994-12-18 12:45:40","","","","","","","","5.0e10","0.16"
"1994-12-16 09:41:03","42.2S","27.6E","","","","","","5.0e10","0.16"
"1994-11-03 20:01:36","6.5N","89.0E","","","","","","235.0e10","5"
"1994-11-01 06:50:46","1.5S","84.5W","","","","","","100.0e10","2.3"
"1994-10-27 04:21:29","","","","","","","","32.0e10","0.85"
"1994-10-20 00:11:21","45.2S","1.9W","","","","","","8.7e10","0.27"
"1994-10-08 03:24:22","","","","","","","","6.6e10","0.21"
"1994-09-22 04:22:17","","","","","","","","6.7e10","0.21"
"1994-08-15 23:16:48","","","","","","","","16.4e10","0.47"
"1994-06-15 00:02:26","45.0N","73.5W","","","","","","4.1e10","0.14"
"1994-06-03 20:48:42","","","","","","","","50.9e10","1.3"
"1994-05-29 09:30:58","52.8N","2.3E","","","","","","38.4e10","1"
"1994-02-01 22:38:09","2.7N","164.1E","","","","","","1.82e13","30"
"1993-11-29 17:48:41","26.5N","78.3E","","","","","","2.6e10","0.092"
"1993-10-31 03:39:27","51.3N","100.9W","","","","","","4.0e10","0.13"
"1991-10-04 09:22:47","78.7N","6.3E","","","","","","55.0e10","1.4"
"1990-10-01 03:51:47","7.5N","142.8E","","","","","","250.0e10","5.2"
"1988-04-15 03:03:10","4.1S","124.3E","","","","","","758e10","14"
